"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Multi-Function Devices","Lexmark MX432, MX421, MX521, MX622, MX721, MX722, MX725, MX931, CX730, CX735, CX930, CX931, CX942, CX943, CX944, CX532, CX635, MX532, MX632, MX953, CX950, CX951, CX961, CX962, CX963, and CX833 Multi-Function Printers with Fax and without Hard Drive, Firmware version 240.204CC","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","06/24/2025","06/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/663-LSS CR 1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/663 LSS ST v1.2.pdf","","","",""
"Multi-Function Devices","Lexmark MX521, MX931, MX953, CX730, CX930, CX931, CX950, CX951, CX961, CX962, CX963, and CX833 Multi-Function Printers without Fax or Hard Drive, Firmware version 240.204CC","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","06/20/2025","06/20/2030","http://www.commoncriteriaportal.org:80/files/epfiles/665-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/665-LSS ST v1.2.pdf","","","",""
"Multi-Function Devices","Lexmark MX931, MX953, CX730, CX930, CX950, CX951, CX931, CX961, CX962, CX963, and CX833 Multi-Function Printers with Hard Drive and without Fax, Firmware version 240.204CC","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","06/12/2025","06/12/2030","http://www.commoncriteriaportal.org:80/files/epfiles/664-LSS CR V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/664-LSS ST v1.2.pdf","","","",""
"Multi-Function Devices","Canon imageFORCE 61970KG / 61960KG / 61955KG / 6170 / 6160 / 6155 with Fax & PDL126","Canon Inc.","JP","None","PP_HCD_V1.0","06/02/2025","06/02/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0848_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0848_est.pdf","","","",""
"Multi-Function Devices","Canon imageFORCE C51970KG / C51960KG / C51950KG / C51940KG / C5170 / C5160 / C5150 / C5140 with Fax & PDL126","Canon Inc.","JP","None","PP_HCD_V1.0","06/02/2025","06/02/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0849_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0849_est.pdf","","","",""
"Multi-Function Devices","Lexmark MX432, MX522, MX622, MX721, MX722, MX822, MX826, MX931, CX730, CX735, CX930, CX931, CX942, CX943, CX944, CX532, CX635, MX532, MX632, MX953, CX961, CX962, CX963, CX950, CX951 and CX833 Multi-Function Printers with Fax and Hard Drive, Firmware version 240.204CC","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","05/29/2025","05/29/2030","http://www.commoncriteriaportal.org:80/files/epfiles/662-LSS CR V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/662-LSS ST v1.2.pdf","","","",""
"Multi-Function Devices","EPSON AM-C550z with FAX1.00","SEIKO EPSON CORPORATION","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","04/18/2025","04/18/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0846_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0846_est.pdf","","","",""
"Multi-Function Devices","EPSON LM-M5500 / AM-M5500 with FAX1.00","SEIKO EPSON CORPORATION","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","04/18/2025","04/18/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0847_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0847_est.pdf","","","",""
"Multi-Function Devices","FUJIFILM Apeos C3061 / C2561 / C2061 / C3061 GK / C2561 GK / C2061 GK models with Copy, Print, Fax, Scan and StorageController ROM Ver. 1.0.4A, Fax ROM Ver. 3.0.0","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","04/18/2025","04/18/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0844_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0844_est.pdf","","","",""
"Multi-Function Devices","FUJIFILM Apeos C3567 / C3067 / C2567 / C3567 GK / C3067 GK / C2567 GK models with Copy, Print, Fax, Scan and StorageController ROM Ver. 1.0.6A, Fax ROM Ver. 3.0.0","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","04/18/2025","04/18/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0845_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0845_est.pdf","","","",""
"Multi-Function Devices","FUJIFILM Apeos C7071 / C6571 / C5571 / C4571 / C3571 / C3071 / C2571 / C7071 GK / C6571 GK / C5571 GK / C4571 GK models with Copy, Print, Fax and ScanController ROM Ver. 1.0.7A, Fax ROM Ver. 2.2.1","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","04/18/2025","04/18/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0843_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0843_est.pdf","","","",""
"Multi-Function Devices","Canon imageFORCE C71965KG / C7165F / C7165 with Fax & PDL119","Canon Inc.","JP","None","PP_HCD_V1.0","04/04/2025","04/04/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0841_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0841_est.pdf","","","",""
"Multi-Function Devices","Canon imageRUNNER ADVANCE DX C5870i / C5860i / C5850i / C5840i with Fax & PDL2522","Canon Inc.","JP","None","PP_HCD_V1.0","04/04/2025","04/04/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0842_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0842_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-70C65 / 70C55 / 70C45 / 70C26 / 60C36 / 60C31 / 60C26 / 50C65 / 50C55 / 50C45 fax-standardPS-standard model with BP-FR12U; BP-40C36 / 40C26 fax-standard PS-optional model with BP-FR12U and MX-PK13; BP-70C65 / 70C55 / 70C45 / 70C36 / 70C31 / 60C45 / 60C36 / 60C31 fax-optional PS-standard model with BP-FR12U and BP-FX11; and BP-55C26 / 50C65 / 50C55 / 50C45 / 50C36 / 50C31 / 50C26 fax-optional PS-optional model with BP-FR12U, MX-PK13 and BP-FX110400Q100","Sharp Corporation","JP","None","PP_HCD_V1.0","03/24/2025","03/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0836_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0836_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-70C65 / 70C55 / 70C45 / 70C36 / 70C31 / 60C45 / 60C36 / 60C31 fax-optional PS-standard model with BP-FR12U; and BP-55C26 / 50C65 / 50C55 / 50C45 / 50C36 / 50C31 / 50C26 fax-optional PS-optional model with BP-FR12U and MX-PK130400Q100","Sharp Corporation","JP","None","PP_HCD_V1.0","03/24/2025","03/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0837_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0837_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-70M65 / 70M55 / 70M45 / 70M36 / 70M31 fax-optional PS-standard model with BP-FR12U; and BP-50M65 / 50M55 / 50M45 / 50M36 / 50M31 / 50M26 fax-optional PS-optional model with BP-FR12U and MX-PK130400Q100","Sharp Corporation","JP","None","PP_HCD_V1.0","03/24/2025","03/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0839_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0839_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-70M65 / 70M55 / 70M45 fax-standard PS-optional model with BP-FR12U and MX-PK13; BP-70M65 / 70M55 / 70M45 / 70M36 / 70M31 fax-optional PS-standard model with BP-FR12U and BP-FX11; andBP-50M65 / 50M55 / 50M45 / 50M36 / 50M31 / 50M26 fax-optional PS-optional model with BP-FR12U, MX-PK13 and BP-FX110400Q100","Sharp Corporation","JP","None","PP_HCD_V1.0","03/24/2025","03/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0838_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0838_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-C545WD / C542WD / C535WD / C535WR / C533WD / C533WR fax-standard model with BP-FR12U0290M300","Sharp Corporation","JP","None","PP_HCD_V1.0","03/24/2025","05/24/2030","http://www.commoncriteriaportal.org:80/files/epfiles/c0840_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0840_est.pdf","","","",""
"Multi-Function Devices","RICOH IM C2010/C2510/C2519/C3010/C3510/C3519/C4510/C5510/C6010 Version JE-1.10-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","03/06/2025","03/06/2030","http://www.commoncriteriaportal.org:80/files/epfiles/670-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/670-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","RICOH Pro 8400S/8410S/8420S version JE-1.00-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","03/06/2025","03/06/2030","http://www.commoncriteriaportal.org:80/files/epfiles/669-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/669-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise 5700, HP Color LaserJet Enterprise 6700/6701, HP Color LaserJet Enterprise X55745, HP Color LaserJet Enterprise X65455/X65465","HP Inc.","SE","EAL3+,ALC_FLR.2","IEEE 2600.1&trade;-2009","01/29/2025","01/29/2030","http://www.commoncriteriaportal.org:80/files/epfiles/Certification Report - HP EH 2600PP.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST - HP EH 2600PP.pdf","","","",""
"Multi-Function Devices","RICOH IM C320F, version JE-1.00-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","01/20/2025","01/20/2030","http://www.commoncriteriaportal.org:80/files/epfiles/656-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/656-LSS ST v1.2.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Managed MFP E78523/E78528, HP LaserJet Managed MFP E73025/E73030, HP Color LaserJet MFP E78625/E78630/E78635, HP Color LaserJet Flow MFP E78625/E78630/E78635, HP LaserJet MFP E73130/E73135/E73140, HP LaserJet Flow MFP E73130/E73135/E73140, HP Color LaserJet MFP E87740/E87750/E87760/E87770, HP Color LaserJet Flow MFP E87740/E87750/E87760/E87770, HP LaserJet MFP E82650/E82660/E82670, and HP LaserJet Flow MFP E82650/E82660/E82670 multifunction printers (MFPs) with HP FutureSmart 5.7.1.1 Firmware","HP Inc.","IT","None","PP_HCD_V1.0","01/17/2025","01/17/2030","http://www.commoncriteriaportal.org:80/files/epfiles/cr_hp_mfp_fs5711_lnx_v.1.0_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_hp_mfp_fs5711_lnx_v.1.0.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise M856, HP LaserJet Enterprise M610/M611/M612, HP LaserJet Enterprise M507, HP Color LaserJet Enterprise M751 and HP Color LaserJet Managed E75245 printers with HP FutureSmart 5.7.1.1 Firmware","HP Inc.","IT","None","PP_HCD_V1.0","12/18/2024","12/18/2029","http://www.commoncriteriaportal.org:80/files/epfiles/cr_hp_sfp_fs5711_v.1.0_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_hp_sfp_fs5711_v.1.0.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise MFP M776, HP Color LaserJet Enterprise Flow MFP M776, HP LaserJet Enterprise MFP M632/M633/M634/M635/M636, HP LaserJet Enterprise Flow MFP M634/M635/M636, HP LaserJet Managed MFP E62655/E62665 and HP LaserJet Managed Flow MFP E62665/E62675 multifunction printers (MFPs) with HP FutureSmart 5.7.1.1 Firmware","HP Inc.","IT","None","PP_HCD_V1.0","12/18/2024","12/18/2029","http://www.commoncriteriaportal.org:80/files/epfiles/cr_hp_mfp_fs5711 _v.1.0_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_hp_mfp_fs5711 _v.1.0.pdf","","","",""
"Multi-Function Devices","EPSON LM-C400 / AM-C550 / AM-C400 with FAX1.00","SEIKO EPSON CORPORATION","JP","EAL2,ALC_FLR.2","PP_HCD_EAL2_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0832_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0832_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub 751i with FK-514,DEVELOP ineo 751i with FK-514G00-RB","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0833_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0833_est.pdf","07/30/2025","KONICA MINOLTA bizhub 751i with FK-514,
DEVELOP ineo 751i with FK-514,
Sindoh N923 / MF7125 with FK-514
G00-RB","http://www.commoncriteriaportal.org:80/files/epfiles/c0833iz_emar.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0833iz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub 751i with FK-514,DEVELOP ineo 751i with FK-514G00-RB","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0833_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0833_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C651i with FK-514,DEVELOP ineo+ 651i with FK-514G00-RB","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0834_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0834_est.pdf","07/30/2025","KONICA MINOLTA bizhub C651i with FK-514, DEVELOP ineo+ 651i with FK-514, Sindoh D742 / CM6107 / CM6109 with FK-514 G00-RB","http://www.commoncriteriaportal.org:80/files/epfiles/c0834iz_emar.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0834iz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub C651i with FK-514,DEVELOP ineo+ 651i with FK-514G00-RB","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0834_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0834_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C751i /AccurioPrint C751i with FK-514,DEVELOP ineo+ 751i with FK-514G00-RB","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/19/2024","11/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0835_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0835_est.pdf","","","",""
"Multi-Function Devices","Sindoh MF2000, MF3000, MF4000, N630 Series","Sindoh Co., Ltd.","KR","EAL2","","11/13/2024","11/13/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-56 Sindoh MF (eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/MF2000  MF3000  MF4000  N630 Series Security Target Lite V1.0.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise 5700, HP Color LaserJet Enterprise 6700/6701, HP Color LaserJet Enterprise X55745, HP Color LaserJet Enterprise X65455/X65465","HP Inc.","SE","Basic","PP_HCD_V1.0","11/08/2024","11/08/2029","http://www.commoncriteriaportal.org:80/files/epfiles/Certification Report - HP EH HCDPP.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/HP_EH_HCDPP_ST_v1.0.pdf","","","",""
"Multi-Function Devices","Xerox® B410 Printer and C410 Color Printer with Firmware Version 222.037","Xerox Corporation","CA","None","CPP_HCD_V1.0E","11/06/2024","11/06/2029","http://www.commoncriteriaportal.org:80/files/epfiles/631-LSS CR v1.1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/631-LSS Xerox SFP ST v1.8.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub 651i/bizhub 551i/bizhub 451i/bizhub 361i/bizhub 301i with FK-514, DEVELOP ineo 651i/ineo 551i/ineo 451i/ineo 361i/ineo 301i with FK-514G00-R6","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/24/2024","10/24/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0830_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0830_est.pdf","07/30/2025","KONICA MINOLTA bizhub 651i / bizhub 551i / bizhub 451i / bizhub 361i / bizhub 301i with FK-514,
DEVELOP ineo 651i / ineo 551i / ineo 451i / ineo 361i / ineo 301i with FK-514,
Sindoh N922 / N921 / N920 / MF6113 / MF5103 / MF4095 with FK-514
G00-R6","http://www.commoncriteriaportal.org:80/files/epfiles/c0830iz_emar.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0830iz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub 651i/bizhub 551i/bizhub 451i/bizhub 361i/bizhub 301i with FK-514, DEVELOP ineo 651i/ineo 551i/ineo 451i/ineo 361i/ineo 301i with FK-514G00-R6","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/24/2024","10/24/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0830_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0830_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C551i/bizhub C451i/bizhub C361i/bizhub C301i/bizhub C251i/bizhub C336DNi/bizhub C330DNi/bizhub C325DNi with FK-514, DEVELOP ineo+ 551i/ineo+ 451i/ineo+ 361i/ineo+ 301i/ineo+ 251i with FK-514G00-R6","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/24/2024","10/24/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0831_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0831_est.pdf","07/30/2025","KONICA MINOLTA bizhub C551i / bizhub C451i / bizhub C361i / bizhub C301i / bizhub C251i / bizhub C336DNi / bizhub C330DNi / bizhub C325DNi with FK-514,
DEVELOP ineo+ 551i / ineo+ 451i / ineo+ 361i / ineo+ 301i / ineo+ 251i with FK-514,
Sindoh D741 / D740 / D472 / D471 / D470 / CM5107 / CM4097 / CM3095 / CM3037 / CM2077 / CM5109 / CM4099 with FK-514
G00-R6","http://www.commoncriteriaportal.org:80/files/epfiles/c0831iz_emar.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0831iz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub C551i/bizhub C451i/bizhub C361i/bizhub C301i/bizhub C251i/bizhub C336DNi/bizhub C330DNi/bizhub C325DNi with FK-514, DEVELOP ineo+ 551i/ineo+ 451i/ineo+ 361i/ineo+ 301i/ineo+ 251i with FK-514G00-R6","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/24/2024","10/24/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0831_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0831_est.pdf","","","",""
"Multi-Function Devices","Lexmark MS632, CS632 Single Function Printers with Firmware Version 222.037","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","10/11/2024","10/11/2029","http://www.commoncriteriaportal.org:80/files/epfiles/630-LSS CR V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/630-LSS Lexmark SFP v1.6.pdf","","","",""
"Multi-Function Devices","RICOH IM 550/600/600SR, version E-1.20-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","10/09/2024","10/09/2029","http://www.commoncriteriaportal.org:80/files/epfiles/651-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/651-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","RICOH IM C300/C300F/C400F/C400SRF/C400SRFG, version JE-1.20-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","10/09/2024","10/09/2029","http://www.commoncriteriaportal.org:80/files/epfiles/650-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/650-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","RICOH IM C6500/C8000, version JE-1.20-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","10/09/2024","10/09/2029","http://www.commoncriteriaportal.org:80/files/epfiles/649-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/649-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","RICOH Pro C5300S/C5310S, version JE-1.20-H","Ricoh Company, Ltd.","CA","None","PP_HCD_V1.0","10/08/2024","10/08/2029","http://www.commoncriteriaportal.org:80/files/epfiles/652-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/652-LSS ST v1.0.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTAAccurioPress 7136 / 7120GM3-10","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/02/2024","10/02/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0829_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0829_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTAAccurioPress 7136PGM3-10","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","10/02/2024","10/02/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0828_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0828_est.pdf","","","",""
"Multi-Function Devices","Lexmark MX532, MX632, CX532 and CX635 Multi-Function Printers with Firmware Version 222.037","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","09/23/2024","09/23/2029","http://www.commoncriteriaportal.org:80/files/epfiles/629-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/629-LSS Lexmark MFP Fax noHD ST v1.7.pdf","","","",""
"Multi-Function Devices","Lexmark MX532, MX632, CX532, and CX635 Multi-Function Printers with Hard Drive and with Firmware Version 222.037","Lexmark International, Inc.","CA","None","CPP_HCD_V1.0E","09/10/2024","09/10/2029","http://www.commoncriteriaportal.org:80/files/epfiles/628-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/628-LSS Lexmark MFP Fax HD ST.pdf","","","",""
"Multi-Function Devices","RICOH IM C7010 with FAX Unit Type M53 and Extended HDD Type M52 J-1.00","Ricoh Company, Ltd.","JP","EAL2,ALC_FLR.2","PP_HCD_EAL2_V1.0","09/09/2024","09/09/2029","http://www.commoncriteriaportal.org:80/files/epfiles/c0826_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0826_est.pdf","","","",""
